locationID;placeType;ReviewID;absoluteUrl;text;publishedDate;rating
2623636;ATTRACTION;395175812;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r395175812-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2016-07-21;4
2623636;ATTRACTION;379534418;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r379534418-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2016-06-03;5
2623636;ATTRACTION;365779204;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r365779204-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2016-04-20;4
2623636;ATTRACTION;357554245;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r357554245-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2016-03-22;5
2623636;ATTRACTION;331943448;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r331943448-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2015-12-10;5
2623636;ATTRACTION;325836403;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r325836403-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2015-11-10;5
2623636;ATTRACTION;321041297;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r321041297-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2015-10-22;5
2623636;ATTRACTION;287804191;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r287804191-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2015-07-10;4
2623636;ATTRACTION;285522632;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r285522632-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2015-07-04;5
2623636;ATTRACTION;255852810;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r255852810-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2015-02-22;5
