"location__name","location__url","location__locationId","totalReviews","avgReviews","minTicketPriceInfo","minTicketPriceInfo__price","minTicketPriceInfo__priceCurrency","ranking__value"
"Jardin Botanico de Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d1553048-Reviews-Jardin_Botanico_de_Barcelona-Barcelona_Catalonia.html","1553048","322","4.0","","6.210000038146973","EUR","162"
"Platja de la Nova Icaria","https://www.tripadvisor.com/Attraction_Review-g187497-d7981033-Reviews-Platja_de_la_Nova_Icaria-Barcelona_Catalonia.html","7981033","137","4.0","null","","","146"
"Gold Fish Sculpture (Escultura el Peix d'Or)","https://www.tripadvisor.com/Attraction_Review-g187497-d7148963-Reviews-Gold_Fish_Sculpture_Escultura_el_Peix_d_Or-Barcelona_Catalonia.html","7148963","176","4.0","null","","","104"
"Parc de Collserola","https://www.tripadvisor.com/Attraction_Review-g187497-d4752371-Reviews-Parc_de_Collserola-Barcelona_Catalonia.html","4752371","39","4.5","null","","","178"
"Casa Comalat","https://www.tripadvisor.com/Attraction_Review-g187497-d531612-Reviews-Casa_Comalat-Barcelona_Catalonia.html","531612","55","4.5","null","","","169"
"Teatre Victoria","https://www.tripadvisor.com/Attraction_Review-g187497-d8782951-Reviews-Teatre_Victoria-Barcelona_Catalonia.html","8782951","74","4.0","null","","","189"
"Torres Venecianes","https://www.tripadvisor.com/Attraction_Review-g187497-d12674080-Reviews-Torres_Venecianes-Barcelona_Catalonia.html","12674080","77","4.0","null","","","126"
"Passeig del Colom","https://www.tripadvisor.com/Attraction_Review-g187497-d7804964-Reviews-Passeig_del_Colom-Barcelona_Catalonia.html","7804964","109","4.0","null","","","138"
"Center of Contemporary Culture of Barcelona (CCCB)","https://www.tripadvisor.com/Attraction_Review-g187497-d244201-Reviews-Center_of_Contemporary_Culture_of_Barcelona_CCCB-Barcelona_Catalonia.html","244201","228","4.0","null","","","134"
"Jardins de Laribal","https://www.tripadvisor.com/Attraction_Review-g187497-d8866286-Reviews-Jardins_de_Laribal-Barcelona_Catalonia.html","8866286","48","4.5","null","","","149"
"MUHBA Refugi 307","https://www.tripadvisor.com/Attraction_Review-g187497-d4414261-Reviews-MUHBA_Refugi_307-Barcelona_Catalonia.html","4414261","59","4.5","null","","","131"
"Prision La Modelo","https://www.tripadvisor.com/Attraction_Review-g187497-d13154025-Reviews-Prision_La_Modelo-Barcelona_Catalonia.html","13154025","27","4.0","null","","","299"
"Palau Reial Major","https://www.tripadvisor.com/Attraction_Review-g187497-d11793916-Reviews-Palau_Reial_Major-Barcelona_Catalonia.html","11793916","30","4.0","null","","","219"
"Palo Market Fest","https://www.tripadvisor.com/Attraction_Review-g187497-d7376615-Reviews-Palo_Market_Fest-Barcelona_Catalonia.html","7376615","168","4.0","","25.899999618530273","EUR","154"
"Plaza del Sol","https://www.tripadvisor.com/Attraction_Review-g187497-d8702700-Reviews-Plaza_del_Sol-Barcelona_Catalonia.html","8702700","62","4.0","null","","","204"
"Mercat Abaceria","https://www.tripadvisor.com/Attraction_Review-g187497-d6116743-Reviews-Mercat_Abaceria-Barcelona_Catalonia.html","6116743","54","4.5","null","","","152"
"Tivoli Theatre","https://www.tripadvisor.com/Attraction_Review-g187497-d7106610-Reviews-Tivoli_Theatre-Barcelona_Catalonia.html","7106610","222","3.5","null","","","227"
"Teatro Coliseum","https://www.tripadvisor.com/Attraction_Review-g187497-d4310632-Reviews-Teatro_Coliseum-Barcelona_Catalonia.html","4310632","156","3.5","null","","","241"
"Placa de Gaudi","https://www.tripadvisor.com/Attraction_Review-g187497-d12352056-Reviews-Placa_de_Gaudi-Barcelona_Catalonia.html","12352056","53","4.0","null","","","176"
"Plaza de Ramon Berenguer el Gran","https://www.tripadvisor.com/Attraction_Review-g187497-d8646729-Reviews-Plaza_de_Ramon_Berenguer_el_Gran-Barcelona_Catalonia.html","8646729","34","4.0","null","","","235"
"Base Elements Urban Art Gallery","https://www.tripadvisor.com/Attraction_Review-g187497-d4764185-Reviews-Base_Elements_Urban_Art_Gallery-Barcelona_Catalonia.html","4764185","72","5.0","null","","","90"
"Plaja de Sant Sebastian","https://www.tripadvisor.com/Attraction_Review-g187497-d12661256-Reviews-Plaja_de_Sant_Sebastian-Barcelona_Catalonia.html","12661256","28","4.5","null","","","199"
"Palau Moja","https://www.tripadvisor.com/Attraction_Review-g187497-d10467498-Reviews-Palau_Moja-Barcelona_Catalonia.html","10467498","51","4.0","null","","","190"
"Palau Robert","https://www.tripadvisor.com/Attraction_Review-g187497-d10223979-Reviews-Palau_Robert-Barcelona_Catalonia.html","10223979","42","4.0","null","","","211"
"Park of Joan Miro","https://www.tripadvisor.com/Attraction_Review-g187497-d6116899-Reviews-Park_of_Joan_Miro-Barcelona_Catalonia.html","6116899","240","3.5","null","","","254"
"Torre de Collserola","https://www.tripadvisor.com/Attraction_Review-g187497-d2321733-Reviews-Torre_de_Collserola-Barcelona_Catalonia.html","2321733","105","4.0","null","","","133"
"Parroquia de la Mare de Deu de Betlem","https://www.tripadvisor.com/Attraction_Review-g187497-d2487738-Reviews-Parroquia_de_la_Mare_de_Deu_de_Betlem-Barcelona_Catalonia.html","2487738","134","4.0","null","","","119"
"Casa Rocamora","https://www.tripadvisor.com/Attraction_Review-g187497-d4346018-Reviews-Casa_Rocamora-Barcelona_Catalonia.html","4346018","48","4.5","null","","","177"
"Basílica dels Sants Màrtirs Just i Pastor","https://www.tripadvisor.com/Attraction_Review-g187497-d4960182-Reviews-Basilica_dels_Sants_Martirs_Just_i_Pastor-Barcelona_Catalonia.html","4960182","74","4.5","null","","","112"
"Biblioteca de Catalunya","https://www.tripadvisor.com/Attraction_Review-g187497-d2577943-Reviews-Biblioteca_de_Catalunya-Barcelona_Catalonia.html","2577943","59","4.5","null","","","175"
"Antigua Casa Figueras","https://www.tripadvisor.com/Attraction_Review-g187497-d10538518-Reviews-Antigua_Casa_Figueras-Barcelona_Catalonia.html","10538518","37","4.5","null","","","165"
"La Casa de la Seda Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d8692632-Reviews-La_Casa_de_la_Seda_Barcelona-Barcelona_Catalonia.html","8692632","64","4.5","null","","","136"
"Fundacio Antoni Tapies","https://www.tripadvisor.com/Attraction_Review-g187497-d244202-Reviews-Fundacio_Antoni_Tapies-Barcelona_Catalonia.html","244202","288","3.5","","8.279999732971191","EUR","434"
"Museu de la Catedral","https://www.tripadvisor.com/Attraction_Review-g187497-d2223602-Reviews-Museu_de_la_Catedral-Barcelona_Catalonia.html","2223602","227","4.5","null","","","48"
"Manzana de la Discordia","https://www.tripadvisor.com/Attraction_Review-g187497-d528113-Reviews-Manzana_de_la_Discordia-Barcelona_Catalonia.html","528113","34","4.5","null","","","233"
"Avenida del Paralelo","https://www.tripadvisor.com/Attraction_Review-g187497-d3929138-Reviews-Avenida_del_Paralelo-Barcelona_Catalonia.html","3929138","95","4.0","null","","","158"
"Church of Sant Francesc de Sales","https://www.tripadvisor.com/Attraction_Review-g187497-d6942942-Reviews-Church_of_Sant_Francesc_de_Sales-Barcelona_Catalonia.html","6942942","42","4.5","null","","","170"
"Casa de l'Ardiaca","https://www.tripadvisor.com/Attraction_Review-g187497-d7161481-Reviews-Casa_de_l_Ardiaca-Barcelona_Catalonia.html","7161481","60","4.0","null","","","179"
"Sala Fundacion Mapfre Casa Garriga Nogues","https://www.tripadvisor.com/Attraction_Review-g187497-d8742797-Reviews-Sala_Fundacion_Mapfre_Casa_Garriga_Nogues-Barcelona_Catalonia.html","8742797","116","4.5","null","","","140"
"Teatre Poliorama","https://www.tripadvisor.com/Attraction_Review-g187497-d244903-Reviews-Teatre_Poliorama-Barcelona_Catalonia.html","244903","91","4.0","null","","","214"
"Muralla Romana","https://www.tripadvisor.com/Attraction_Review-g187497-d7190997-Reviews-Muralla_Romana-Barcelona_Catalonia.html","7190997","73","4.0","null","","","143"
"La Virreina Centre de la Imatge","https://www.tripadvisor.com/Attraction_Review-g187497-d6847808-Reviews-La_Virreina_Centre_de_la_Imatge-Barcelona_Catalonia.html","6847808","67","4.0","null","","","168"
"Jardines de Joan Maragall","https://www.tripadvisor.com/Attraction_Review-g187497-d9566855-Reviews-Jardines_de_Joan_Maragall-Barcelona_Catalonia.html","9566855","38","4.5","null","","","161"
"Monasterio de Sant Pere de les Puel.les","https://www.tripadvisor.com/Attraction_Review-g187497-d2449596-Reviews-Monasterio_de_Sant_Pere_de_les_Puel_les-Barcelona_Catalonia.html","2449596","34","4.5","null","","","208"
"Bibliotheca Publica Arus","https://www.tripadvisor.com/Attraction_Review-g187497-d11729063-Reviews-Bibliotheca_Publica_Arus-Barcelona_Catalonia.html","11729063","19","4.5","null","","","229"
"Cara de Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d7152939-Reviews-Cara_de_Barcelona-Barcelona_Catalonia.html","7152939","135","4.0","null","","","141"
"Parque del Guinardo","https://www.tripadvisor.com/Attraction_Review-g187497-d9882566-Reviews-Parque_del_Guinardo-Barcelona_Catalonia.html","9882566","29","4.5","null","","","238"
"Galeria Maxo","https://www.tripadvisor.com/Attraction_Review-g187497-d5542130-Reviews-Galeria_Maxo-Barcelona_Catalonia.html","5542130","132","4.5","null","","","167"
"Museum of Archaeology of Catalonia (Museu Arqueologic de Catalunya)","https://www.tripadvisor.com/Attraction_Review-g187497-d244206-Reviews-Museum_of_Archaeology_of_Catalonia_Museu_Arqueologic_de_Catalunya-Barcelona_Catalo.html","244206","124","4.0","null","","","144"
"Placa de Sant Josep Oriol","https://www.tripadvisor.com/Attraction_Review-g187497-d10365279-Reviews-Placa_de_Sant_Josep_Oriol-Barcelona_Catalonia.html","10365279","28","4.0","null","","","261"
"El Triangle Centro Comercial","https://www.tripadvisor.com/Attraction_Review-g187497-d6517023-Reviews-El_Triangle_Centro_Comercial-Barcelona_Catalonia.html","6517023","226","3.5","null","","","170"
"City Hall (Casa de la Ciutat / Ayuntamiento)","https://www.tripadvisor.com/Attraction_Review-g187497-d244197-Reviews-City_Hall_Casa_de_la_Ciutat_Ayuntamiento-Barcelona_Catalonia.html","244197","179","4.0","null","","","98"
"Casa Sayrach","https://www.tripadvisor.com/Attraction_Review-g187497-d10296722-Reviews-Casa_Sayrach-Barcelona_Catalonia.html","10296722","21","4.5","null","","","257"
"Piscina Municipal de Montjuic","https://www.tripadvisor.com/Attraction_Review-g187497-d8434367-Reviews-Piscina_Municipal_de_Montjuic-Barcelona_Catalonia.html","8434367","67","4.0","null","","","250"
"Casa Calvet","https://www.tripadvisor.com/Attraction_Review-g187497-d1191660-Reviews-Casa_Calvet-Barcelona_Catalonia.html","1191660","147","4.0","null","","","127"
"Castle of the Three Dragons","https://www.tripadvisor.com/Attraction_Review-g187497-d10023525-Reviews-Castle_of_the_Three_Dragons-Barcelona_Catalonia.html","10023525","73","4.0","null","","","156"
"Casa de La Llotja","https://www.tripadvisor.com/Attraction_Review-g187497-d4597443-Reviews-Casa_de_La_Llotja-Barcelona_Catalonia.html","4597443","42","4.5","null","","","206"
"Mercat del Art de la Placa de Sant Josep Oriol","https://www.tripadvisor.com/Attraction_Review-g187497-d9582536-Reviews-Mercat_del_Art_de_la_Placa_de_Sant_Josep_Oriol-Barcelona_Catalonia.html","9582536","27","4.5","null","","","225"
"Edifici de Correus","https://www.tripadvisor.com/Attraction_Review-g187497-d10713149-Reviews-Edifici_de_Correus-Barcelona_Catalonia.html","10713149","37","4.5","null","","","157"
"Cafe Teatre Llantiol","https://www.tripadvisor.com/Attraction_Review-g187497-d4002311-Reviews-Cafe_Teatre_Llantiol-Barcelona_Catalonia.html","4002311","66","4.5","null","","","130"
"Somorrostro","https://www.tripadvisor.com/Attraction_Review-g187497-d8471899-Reviews-Somorrostro-Barcelona_Catalonia.html","8471899","43","4.0","null","","","201"
"Microteatre Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d8476175-Reviews-Microteatre_Barcelona-Barcelona_Catalonia.html","8476175","34","5.0","null","","","155"
"Museu Can Framis","https://www.tripadvisor.com/Attraction_Review-g187497-d4234451-Reviews-Museu_Can_Framis-Barcelona_Catalonia.html","4234451","91","4.5","null","","","228"
"Plaza Francesc Macià","https://www.tripadvisor.com/Attraction_Review-g187497-d3226916-Reviews-Plaza_Francesc_Macia-Barcelona_Catalonia.html","3226916","43","3.5","null","","","342"
"Antic Teatre - Espai de Creació","https://www.tripadvisor.com/Attraction_Review-g187497-d2295948-Reviews-Antic_Teatre_Espai_de_Creacio-Barcelona_Catalonia.html","2295948","153","4.0","null","","","163"
"Fuente de la Portaferrissa","https://www.tripadvisor.com/Attraction_Review-g187497-d10538454-Reviews-Fuente_de_la_Portaferrissa-Barcelona_Catalonia.html","10538454","37","4.0","null","","","197"
"Montserrat","https://www.tripadvisor.com/Attraction_Review-g187497-d11930470-Reviews-Montserrat-Barcelona_Catalonia.html","11930470","27","4.5","null","","","213"
"Sopars Amb Estrelles","https://www.tripadvisor.com/Attraction_Review-g187497-d3270333-Reviews-Sopars_Amb_Estrelles-Barcelona_Catalonia.html","3270333","114","3.5","null","","","541"
"Gran de Gràcia","https://www.tripadvisor.com/Attraction_Review-g187497-d313693-Reviews-Gran_de_Gracia-Barcelona_Catalonia.html","313693","102","4.0","null","","","145"
"Escultura La Gamba","https://www.tripadvisor.com/Attraction_Review-g187497-d8614393-Reviews-Escultura_La_Gamba-Barcelona_Catalonia.html","8614393","95","4.0","null","","","166"
"Palau del Baro de Quadras","https://www.tripadvisor.com/Attraction_Review-g187497-d2531489-Reviews-Palau_del_Baro_de_Quadras-Barcelona_Catalonia.html","2531489","51","4.0","null","","","190"
"MUHBA Via Sepulcral Romana","https://www.tripadvisor.com/Attraction_Review-g187497-d3467639-Reviews-MUHBA_Via_Sepulcral_Romana-Barcelona_Catalonia.html","3467639","77","4.0","null","","","180"
"Opera Samfaina","https://www.tripadvisor.com/Attraction_Review-g187497-d10691974-Reviews-Opera_Samfaina-Barcelona_Catalonia.html","10691974","68","2.0","null","","","815"
"Parc Diagonal Mar","https://www.tripadvisor.com/Attraction_Review-g187497-d8736807-Reviews-Parc_Diagonal_Mar-Barcelona_Catalonia.html","8736807","67","4.0","null","","","192"
"Edge Brewing","https://www.tripadvisor.com/Attraction_Review-g187497-d6412469-Reviews-Edge_Brewing-Barcelona_Catalonia.html","6412469","89","4.5","null","","","105"
"Opera Lounge","https://www.tripadvisor.com/Attraction_Review-g187497-d8332676-Reviews-Opera_Lounge-Barcelona_Catalonia.html","8332676","51","5.0","null","","","147"
"Parc del Forum","https://www.tripadvisor.com/Attraction_Review-g187497-d658750-Reviews-Parc_del_Forum-Barcelona_Catalonia.html","658750","105","3.5","null","","","361"
"Carrer de Montcada","https://www.tripadvisor.com/Attraction_Review-g187497-d243179-Reviews-Carrer_de_Montcada-Barcelona_Catalonia.html","243179","109","4.0","null","","","137"
"Mercat de Sants","https://www.tripadvisor.com/Attraction_Review-g187497-d8670722-Reviews-Mercat_de_Sants-Barcelona_Catalonia.html","8670722","40","4.5","null","","","183"
"Jardins del Mirador del Alcalde","https://www.tripadvisor.com/Attraction_Review-g187497-d10215257-Reviews-Jardins_del_Mirador_del_Alcalde-Barcelona_Catalonia.html","10215257","49","4.0","null","","","188"
"Iglesia de San Jaime","https://www.tripadvisor.com/Attraction_Review-g187497-d3139274-Reviews-Iglesia_de_San_Jaime-Barcelona_Catalonia.html","3139274","55","4.0","null","","","186"
"Placa de la Virreina","https://www.tripadvisor.com/Attraction_Review-g187497-d6434373-Reviews-Placa_de_la_Virreina-Barcelona_Catalonia.html","6434373","27","4.5","null","","","222"
"Gran Lago del Parque de la Ciudadela","https://www.tripadvisor.com/Attraction_Review-g187497-d10340402-Reviews-Gran_Lago_del_Parque_de_la_Ciudadela-Barcelona_Catalonia.html","10340402","45","4.0","null","","","203"
"Parc de la Ciutadella Centre Esportiu Municipal","https://www.tripadvisor.com/Attraction_Review-g187497-d8376916-Reviews-Parc_de_la_Ciutadella_Centre_Esportiu_Municipal-Barcelona_Catalonia.html","8376916","42","4.5","null","","","194"
"Rambla Del Raval","https://www.tripadvisor.com/Attraction_Review-g187497-d14059148-Reviews-Rambla_Del_Raval-Barcelona_Catalonia.html","14059148","24","3.5","null","","","406"
"Museu Diocesà de Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d2223627-Reviews-Museu_Diocesa_de_Barcelona-Barcelona_Catalonia.html","2223627","33","4.5","null","","","209"
"Parroquia de San Agustin","https://www.tripadvisor.com/Attraction_Review-g187497-d4880672-Reviews-Parroquia_de_San_Agustin-Barcelona_Catalonia.html","4880672","24","4.0","null","","","360"
"Col·legi d'Arquitectes de Catalunya","https://www.tripadvisor.com/Attraction_Review-g187497-d1192310-Reviews-Col_legi_d_Arquitectes_de_Catalunya-Barcelona_Catalonia.html","1192310","113","3.5","null","","","173"
"Esglesia de l'hospital de la Santa Creu i Santa Pau","https://www.tripadvisor.com/Attraction_Review-g187497-d10535133-Reviews-Esglesia_de_l_hospital_de_la_Santa_Creu_i_Santa_Pau-Barcelona_Catalonia.html","10535133","25","4.5","null","","","322"
"Eixample Teatre","https://www.tripadvisor.com/Attraction_Review-g187497-d13447182-Reviews-Eixample_Teatre-Barcelona_Catalonia.html","13447182","25","4.5","null","","","185"
"Flirty Giraffe","https://www.tripadvisor.com/Attraction_Review-g187497-d8614069-Reviews-Flirty_Giraffe-Barcelona_Catalonia.html","8614069","36","4.0","null","","","240"
"Mercat de la Llibertat","https://www.tripadvisor.com/Attraction_Review-g187497-d8797192-Reviews-Mercat_de_la_Llibertat-Barcelona_Catalonia.html","8797192","32","4.5","null","","","223"
"Jardins Sagrada Familia","https://www.tripadvisor.com/Attraction_Review-g187497-d12301106-Reviews-Jardins_Sagrada_Familia-Barcelona_Catalonia.html","12301106","35","4.0","null","","","244"
"Escultura Carmela","https://www.tripadvisor.com/Attraction_Review-g187497-d10256990-Reviews-Escultura_Carmela-Barcelona_Catalonia.html","10256990","26","4.0","null","","","258"
"Enrique Tomas","https://www.tripadvisor.com/Attraction_Review-g187497-d6857198-Reviews-Enrique_Tomas-Barcelona_Catalonia.html","6857198","41","4.5","null","","","202"
"Placa de Rius i Taulet","https://www.tripadvisor.com/Attraction_Review-g187497-d313697-Reviews-Placa_de_Rius_i_Taulet-Barcelona_Catalonia.html","313697","43","4.5","null","","","184"
"Font de Canaletes","https://www.tripadvisor.com/Attraction_Review-g187497-d7008573-Reviews-Font_de_Canaletes-Barcelona_Catalonia.html","7008573","140","3.5","null","","","210"
"Los Pabellones de la Finca Guell","https://www.tripadvisor.com/Attraction_Review-g187497-d1192270-Reviews-Los_Pabellones_de_la_Finca_Guell-Barcelona_Catalonia.html","1192270","202","3.5","null","","","377"
"Mercat de mercats","https://www.tripadvisor.com/Attraction_Review-g187497-d8786845-Reviews-Mercat_de_mercats-Barcelona_Catalonia.html","8786845","18","4.5","null","","","326"
"University of Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d7712595-Reviews-University_of_Barcelona-Barcelona_Catalonia.html","7712595","46","4.0","null","","","195"
"Monument to Frederic Soler i Hubert","https://www.tripadvisor.com/Attraction_Review-g187497-d11932628-Reviews-Monument_to_Frederic_Soler_i_Hubert-Barcelona_Catalonia.html","11932628","33","3.5","null","","","343"
"Fuente de las Tres Gracias","https://www.tripadvisor.com/Attraction_Review-g187497-d10491280-Reviews-Fuente_de_las_Tres_Gracias-Barcelona_Catalonia.html","10491280","48","4.0","null","","","200"
"Plaça George Orwell","https://www.tripadvisor.com/Attraction_Review-g187497-d592191-Reviews-Placa_George_Orwell-Barcelona_Catalonia.html","592191","51","3.5","null","","","478"
"Calatrava Tower","https://www.tripadvisor.com/Attraction_Review-g187497-d8563289-Reviews-Calatrava_Tower-Barcelona_Catalonia.html","8563289","44","4.0","null","","","207"
"Parlament de Catalunya","https://www.tripadvisor.com/Attraction_Review-g187497-d10093192-Reviews-Parlament_de_Catalunya-Barcelona_Catalonia.html","10093192","44","4.0","null","","","205"
"Font de Santa Anna","https://www.tripadvisor.com/Attraction_Review-g187497-d8807461-Reviews-Font_de_Santa_Anna-Barcelona_Catalonia.html","8807461","41","4.0","null","","","243"
"Casa Bruno Quadros","https://www.tripadvisor.com/Attraction_Review-g187497-d313684-Reviews-Casa_Bruno_Quadros-Barcelona_Catalonia.html","313684","105","4.0","null","","","129"
"Parque de la España Industrial","https://www.tripadvisor.com/Attraction_Review-g187497-d523834-Reviews-Parque_de_la_Espana_Industrial-Barcelona_Catalonia.html","523834","124","3.5","null","","","324"
"Piscines Bernat Picornell","https://www.tripadvisor.com/Attraction_Review-g187497-d3367732-Reviews-Piscines_Bernat_Picornell-Barcelona_Catalonia.html","3367732","61","3.5","null","","","404"
"Centro de Convenciones Internacional de Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d1418571-Reviews-Centro_de_Convenciones_Internacional_de_Barcelona-Barcelona_Catalonia.html","1418571","71","4.0","null","","","174"
"Porta de la Finca Miralles","https://www.tripadvisor.com/Attraction_Review-g187497-d6500682-Reviews-Porta_de_la_Finca_Miralles-Barcelona_Catalonia.html","6500682","53","4.0","null","","","198"
"Desconsol","https://www.tripadvisor.com/Attraction_Review-g187497-d240504-Reviews-Desconsol-Barcelona_Catalonia.html","240504","75","4.5","null","","","124"
"Barts","https://www.tripadvisor.com/Attraction_Review-g187497-d9805865-Reviews-Barts-Barcelona_Catalonia.html","9805865","36","4.0","null","","","302"
"Jardins de La Tamarita","https://www.tripadvisor.com/Attraction_Review-g187497-d8734190-Reviews-Jardins_de_La_Tamarita-Barcelona_Catalonia.html","8734190","21","4.5","null","","","323"
"Plaza Sant Miquel","https://www.tripadvisor.com/Attraction_Review-g187497-d10819859-Reviews-Plaza_Sant_Miquel-Barcelona_Catalonia.html","10819859","28","3.5","null","","","483"
"JuegaRV Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d15668683-Reviews-JuegaRV_Barcelona-Barcelona_Catalonia.html","15668683","34","5.0","null","","","109"
"Barcelona Beach Festival","https://www.tripadvisor.com/Attraction_Review-g187497-d10020538-Reviews-Barcelona_Beach_Festival-Barcelona_Catalonia.html","10020538","32","4.0","null","","","401"
"Antigua Fabrica Estrella Damm","https://www.tripadvisor.com/Attraction_Review-g187497-d11737112-Reviews-Antigua_Fabrica_Estrella_Damm-Barcelona_Catalonia.html","11737112","19","4.0","","8.279999732971191","EUR","374"
"Mercat Sagrada Familia","https://www.tripadvisor.com/Attraction_Review-g187497-d8862070-Reviews-Mercat_Sagrada_Familia-Barcelona_Catalonia.html","8862070","33","4.0","null","","","346"
"Royal Artistic Circle of Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d4498104-Reviews-Royal_Artistic_Circle_of_Barcelona-Barcelona_Catalonia.html","4498104","58","3.5","null","","","359"
"Avinguda Reina Maria Cristina","https://www.tripadvisor.com/Attraction_Review-g187497-d13998749-Reviews-Avinguda_Reina_Maria_Cristina-Barcelona_Catalonia.html","13998749","16","4.5","null","","","300"
"Monumento a Mosen Jacint Verdaguer","https://www.tripadvisor.com/Attraction_Review-g187497-d9859074-Reviews-Monumento_a_Mosen_Jacint_Verdaguer-Barcelona_Catalonia.html","9859074","36","3.5","null","","","356"
"Parc de l'Estacio del Nord","https://www.tripadvisor.com/Attraction_Review-g187497-d10491414-Reviews-Parc_de_l_Estacio_del_Nord-Barcelona_Catalonia.html","10491414","26","4.0","null","","","298"
"Teatre Goya","https://www.tripadvisor.com/Attraction_Review-g187497-d10171290-Reviews-Teatre_Goya-Barcelona_Catalonia.html","10171290","29","4.5","null","","","223"
"Tren de l'Oreneta","https://www.tripadvisor.com/Attraction_Review-g187497-d11964151-Reviews-Tren_de_l_Oreneta-Barcelona_Catalonia.html","11964151","18","5.0","null","","","437"
"RENFE","https://www.tripadvisor.com/Attraction_Review-g187497-d15208082-Reviews-RENFE-Barcelona_Catalonia.html","15208082","47","4.0","null","","","248"
"Villa del Arte Galleries","https://www.tripadvisor.com/Attraction_Review-g187497-d3480069-Reviews-Villa_del_Arte_Galleries-Barcelona_Catalonia.html","3480069","24","4.5","null","","","236"
"Santuari de la Mare de Deu Del Carme Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d8857417-Reviews-Santuari_de_la_Mare_de_Deu_Del_Carme_Barcelona-Barcelona_Catalonia.html","8857417","25","4.0","null","","","242"
"Baleària","https://www.tripadvisor.com/Attraction_Review-g187497-d12352280-Reviews-Balearia-Barcelona_Catalonia.html","12352280","73","2.0","null","","","814"
"Teatre Condal","https://www.tripadvisor.com/Attraction_Review-g187497-d10175605-Reviews-Teatre_Condal-Barcelona_Catalonia.html","10175605","16","4.0","null","","","444"
"Barcelona Fira Montjuic Hall of Conferences","https://www.tripadvisor.com/Attraction_Review-g187497-d1418568-Reviews-Barcelona_Fira_Montjuic_Hall_of_Conferences-Barcelona_Catalonia.html","1418568","106","4.0","null","","","172"
"Palacio Real de Pedralbes","https://www.tripadvisor.com/Attraction_Review-g187497-d8862038-Reviews-Palacio_Real_de_Pedralbes-Barcelona_Catalonia.html","8862038","33","4.0","null","","","368"
"Casa Golferichs","https://www.tripadvisor.com/Attraction_Review-g187497-d10600103-Reviews-Casa_Golferichs-Barcelona_Catalonia.html","10600103","15","4.5","null","","","354"
"Primavera Sound Barcelona","https://www.tripadvisor.com/Attraction_Review-g187497-d8820333-Reviews-Primavera_Sound_Barcelona-Barcelona_Catalonia.html","8820333","41","4.0","null","","","327"
"Monumento Francesc Masia","https://www.tripadvisor.com/Attraction_Review-g187497-d10043419-Reviews-Monumento_Francesc_Masia-Barcelona_Catalonia.html","10043419","48","3.5","null","","","325"
"Church of San Felipe Neri","https://www.tripadvisor.com/Attraction_Review-g187497-d6499629-Reviews-Church_of_San_Felipe_Neri-Barcelona_Catalonia.html","6499629","41","4.0","null","","","321"
"Casa Thomas","https://www.tripadvisor.com/Attraction_Review-g187497-d8610971-Reviews-Casa_Thomas-Barcelona_Catalonia.html","8610971","20","4.0","null","","","388"
"Mirador del Poble Sec","https://www.tripadvisor.com/Attraction_Review-g187497-d8598951-Reviews-Mirador_del_Poble_Sec-Barcelona_Catalonia.html","8598951","33","4.0","null","","","341"
"Fran Daurel Foundation (Fundacio Fran Daurel)","https://www.tripadvisor.com/Attraction_Review-g187497-d2235346-Reviews-Fran_Daurel_Foundation_Fundacio_Fran_Daurel-Barcelona_Catalonia.html","2235346","24","4.5","","13.050000190734863","EUR","253"
"Massimo Dutti","https://www.tripadvisor.com/Attraction_Review-g187497-d17561580-Reviews-Massimo_Dutti-Barcelona_Catalonia.html","17561580","5","5.0","null","","","440"
"Jardines del Turo del Putxet","https://www.tripadvisor.com/Attraction_Review-g187497-d7735950-Reviews-Jardines_del_Turo_del_Putxet-Barcelona_Catalonia.html","7735950","26","4.5","null","","","221"
"Mosaic del Pla de l'Os","https://www.tripadvisor.com/Attraction_Review-g187497-d9571023-Reviews-Mosaic_del_Pla_de_l_Os-Barcelona_Catalonia.html","9571023","60","4.0","null","","","212"
"Jardins de Rubió i Lluch","https://www.tripadvisor.com/Attraction_Review-g187497-d9821686-Reviews-Jardins_de_Rubio_i_Lluch-Barcelona_Catalonia.html","9821686","35","4.0","null","","","348"
"Fanals","https://www.tripadvisor.com/Attraction_Review-g187497-d10538407-Reviews-Fanals-Barcelona_Catalonia.html","10538407","30","4.0","null","","","256"
"Casa Serra","https://www.tripadvisor.com/Attraction_Review-g187497-d8610896-Reviews-Casa_Serra-Barcelona_Catalonia.html","8610896","26","4.5","null","","","296"
"El Fossar de les Moreres","https://www.tripadvisor.com/Attraction_Review-g187497-d8526772-Reviews-El_Fossar_de_les_Moreres-Barcelona_Catalonia.html","8526772","52","3.5","null","","","351"
