location_id,tag_id
190166,9577843435
190166,5005303368
190166,2703301249
190166,2666063943
190166,8171504636
190166,7590257550
190166,7144803569
190166,4343156310
190166,8370037225
190166,8742784519
190166,9010200960
190166,4561158865
190166,4563119320
190166,6467708019
190166,8174863304
190166,7063582769
190166,6143441923
190166,2243949848
190166,5905368619
190166,4364310042
190166,2771840848
190166,5441731955
190166,7975155666
190166,2282027545
190166,9905031321
190166,3015364118
190166,5708024003
190166,3253996187
190166,5654125369
190166,4910346016
190166,7931812295
190166,3291143831
190166,7412642125
190166,4287733501
190166,5489725702
190166,1601149909
190166,1127995867
190166,9087962315
190166,2924060235
190166,4831694379
190166,2621712414
190166,3312516455
190166,2551604281
190166,3452463100
190162,5837485578
190162,8077029767
190162,2703301249
190162,2666063943
190162,6815124120
190162,8171504636
190162,7590257550
190162,4343156310
190162,8370037225
190162,8742784519
190162,9010200960
190162,4561158865
190162,4563119320
190162,6467708019
190162,8174863304
190162,2531292064
190162,7063582769
190162,6143441923
190162,2243949848
190162,5905368619
190162,4233201345
190162,4364310042
190162,5345086104
190162,2771840848
190162,5611901570
190162,4379930844
190162,5441731955
190162,5654125369
190162,4910346016
190162,7931812295
190162,5489725702
190162,5045158889
190162,2294333494
190162,1601149909
190162,5951795882
190162,3485213814
190162,9087962315
190162,1038689046
190162,8340281741
190162,3452463100
190162,7316354162
191052,5005303368
191052,2703301249
191052,7590257550
191052,4343156310
191052,8370037225
191052,8742784519
191052,9010200960
191052,4561158865
191052,4563119320
191052,6467708019
191052,8174863304
191052,7063582769
191052,6143441923
191052,8578867381
191052,2243949848
191052,4364310042
191052,2771840848
191052,5441731955
191052,2282027545
191052,9905031321
191052,3015364118
191052,5708024003
191052,5654125369
191052,4910346016
191052,7931812295
191052,7412642125
191052,4287733501
191052,5489725702
191052,1601149909
191052,9087962315
191052,2924060235
191052,4831694379
191052,3007436298
191052,3452463100
190824,5005303368
190824,8077029767
190824,2703301249
190824,2666063943
190824,8171504636
190824,7590257550
190824,7144803569
190824,4343156310
190824,8370037225
190824,8742784519
190824,9010200960
190824,4561158865
190824,4563119320
190824,6467708019
190824,8174863304
190824,7063582769
190824,6143441923
190824,2243949848
190824,4233201345
190824,4364310042
190824,5345086104
190824,2771840848
190824,5611901570
190824,5441731955
190824,7975155666
190824,2282027545
190824,9905031321
190824,3015364118
190824,5654125369
190824,4910346016
190824,7412642125
190824,4287733501
190824,5489725702
190824,5045158889
190824,1601149909
190824,9087962315
190824,2155350711
190824,2924060235
190824,8867059768
190824,7662889877
190824,7324232147
190824,3452463100
190824,8485117937
190824,2994202740
190629,5005303368
190629,2703301249
190629,7590257550
190629,4343156310
190629,8370037225
190629,8742784519
190629,9010200960
190629,7477873848
190629,4561158865
190629,4563119320
190629,6467708019
190629,8174863304
190629,7063582769
190629,6143441923
190629,2243949848
190629,4364310042
190629,2771840848
190629,5441731955
190629,2282027545
190629,9905031321
190629,3015364118
190629,5708024003
190629,5654125369
190629,4910346016
190629,7931812295
190629,7412642125
190629,4287733501
190629,5489725702
190629,1601149909
190629,9087962315
190629,2924060235
190629,4831694379
190629,3007436298
190629,3452463100
271009,5005303368
271009,8077029767
271009,2703301249
271009,2666063943
271009,6815124120
271009,4343156310
271009,8370037225
271009,9010200960
271009,4561158865
271009,4563119320
271009,6467708019
271009,8174863304
271009,7063582769
271009,6143441923
271009,2243949848
271009,4233201345
271009,4364310042
271009,5345086104
271009,2771840848
271009,5611901570
271009,5441731955
271009,2282027545
271009,9905031321
271009,3015364118
271009,4910346016
271009,7931812295
271009,1211760123
271009,7412642125
271009,7523462082
271009,6997119908
271009,4287733501
271009,5045158889
271009,5756097784
271009,9087962315
271009,7484585768
271009,3452463100
271009,8485117937
190164,5837485578
190164,5005303368
190164,8077029767
190164,2703301249
190164,2666063943
190164,6815124120
190164,8171504636
190164,4343156310
190164,8370037225
190164,8742784519
190164,9010200960
190164,4561158865
190164,4563119320
190164,6467708019
190164,8174863304
190164,7063582769
190164,6143441923
190164,2243949848
190164,4233201345
190164,4364310042
190164,5345086104
190164,5611901570
190164,5441731955
190164,4910346016
190164,7931812295
190164,2294333494
190164,3485213814
190164,5733634779
190164,6535000945
190164,5156102094
190164,6490337623
190164,2003401116
190164,9983166509
190164,8786754111
246171,9577843435
246171,5837485578
246171,5005303368
246171,2703301249
246171,2666063943
246171,8171504636
246171,4343156310
246171,8370037225
246171,8742784519
246171,9010200960
246171,4561158865
246171,4563119320
246171,6467708019
246171,8174863304
246171,7063582769
246171,6143441923
246171,8376140765
246171,2243949848
246171,5905368619
246171,5441731955
246171,7931812295
246171,3291143831
246171,5489725702
246171,1601149909
246171,9087962315
246171,2924060235
246171,7927559298
246171,2621712414
246171,3312516455
246171,2551604281
246171,3452463100
246171,7316354162
1192272,2703301249
1192272,2666063943
1192272,6815124120
1192272,8171504636
1192272,7590257550
1192272,4343156310
1192272,8370037225
1192272,2833563731
1192272,8742784519
1192272,9010200960
1192272,4561158865
1192272,4563119320
1192272,6467708019
1192272,8174863304
1192272,7063582769
1192272,6143441923
1192272,2243949848
1192272,5905368619
1192272,4233201345
1192272,4364310042
1192272,2771840848
1192272,5441731955
1192272,2282027545
1192272,9905031321
1192272,3015364118
1192272,5708024003
1192272,5654125369
1192272,4910346016
1192272,7931812295
1192272,7412642125
1192272,4287733501
1192272,5489725702
1192272,1601149909
1192272,9087962315
1192272,2924060235
1192272,3452463100
257527,5005303368
257527,8077029767
257527,2703301249
257527,2666063943
257527,8171504636
257527,7590257550
257527,4343156310
257527,8370037225
257527,8742784519
257527,9010200960
257527,7477873848
257527,4561158865
257527,4563119320
257527,6467708019
257527,8174863304
257527,7063582769
257527,6143441923
257527,2243949848
257527,5905368619
257527,4233201345
257527,4364310042
257527,5345086104
257527,2771840848
257527,5611901570
257527,5441731955
257527,2282027545
257527,9905031321
257527,3015364118
257527,5708024003
257527,4910346016
257527,7931812295
257527,1211760123
257527,7412642125
257527,7523462082
257527,4287733501
257527,5489725702
257527,1601149909
257527,4229269814
257527,2837441277
257527,3007436298
257527,3452463100
191048,5837485578
191048,5005303368
191048,2703301249
191048,2666063943
191048,8171504636
191048,4343156310
191048,8370037225
191048,8742784519
191048,9010200960
191048,4561158865
191048,4563119320
191048,6467708019
191048,8174863304
191048,7063582769
191048,6143441923
191048,2243949848
191048,5905368619
191048,4364310042
191048,2771840848
191048,5441731955
191048,7931812295
191048,3291143831
191048,2839888439
191048,5489725702
191048,1601149909
191048,9087962315
191048,2621712414
191048,3312516455
191048,2551604281
191048,3452463100
501696,5837485578
501696,2703301249
501696,2666063943
501696,6815124120
501696,8171504636
501696,7590257550
501696,4343156310
501696,8370037225
501696,8742784519
501696,4561158865
501696,4563119320
501696,6467708019
501696,8174863304
501696,2531292064
501696,7063582769
501696,6143441923
501696,2243949848
501696,5905368619
501696,4379930844
501696,5441731955
501696,7931812295
501696,5489725702
501696,5045158889
501696,3485213814
501696,9087962315
501696,1658583774
501696,4831694379
501696,9230917731
501696,4358486024
501696,3452463100
2359212,5837485578
2359212,2703301249
2359212,6815124120
2359212,8171504636
2359212,4343156310
2359212,8370037225
2359212,3647112653
2359212,8742784519
2359212,9010200960
2359212,7477873848
2359212,9744550991
2359212,4561158865
2359212,4563119320
2359212,6467708019
2359212,8174863304
2359212,2531292064
2359212,7063582769
2359212,6143441923
2359212,2243949848
2359212,5905368619
2359212,4364310042
2359212,5345086104
2359212,5441731955
2359212,2282027545
2359212,4910346016
2359212,8105266496
2359212,7931812295
2359212,6997119908
2359212,4287733501
2359212,1601149909
2359212,1557356243
2359212,3485213814
2359212,2264264305
2359212,4229269814
2359212,2179591951
2359212,9907629019
2359212,2837441277
2359212,3007436298
2359212,3452463100
244211,5005303368
244211,8077029767
244211,2703301249
244211,2666063943
244211,6815124120
244211,8171504636
244211,4343156310
244211,8370037225
244211,4561158865
244211,4563119320
244211,6467708019
244211,8174863304
244211,7063582769
244211,6143441923
244211,2282821875
244211,5905368619
244211,4233201345
244211,4364310042
244211,5345086104
244211,2771840848
244211,5611901570
244211,5441731955
244211,5216612640
244211,2282027545
244211,9905031321
244211,3015364118
244211,4261378259
244211,4910346016
244211,7931812295
244211,1211760123
244211,7412642125
244211,7523462082
244211,6997119908
244211,4287733501
244211,5045158889
244211,1557356243
244211,4229269814
244211,8091508830
244211,2837441277
244211,3007436298
244211,3452463100
531598,2703301249
531598,8171504636
531598,4343156310
531598,8370037225
531598,2833563731
531598,8742784519
531598,9010200960
531598,6467708019
531598,8174863304
531598,7063582769
531598,6143441923
531598,2243949848
531598,4233201345
531598,4364310042
531598,2771840848
531598,5441731955
531598,2282027545
531598,9905031321
531598,3015364118
531598,5654125369
531598,4910346016
531598,7412642125
531598,4287733501
531598,5489725702
531598,1601149909
531598,9087962315
531598,4229269814
531598,2924060235
531598,9760373935
531598,7250390615
531598,3452463100
531598,3284177194
254723,5837485578
254723,8077029767
254723,2703301249
254723,2666063943
254723,8171504636
254723,7590257550
254723,4343156310
254723,8370037225
254723,8742784519
254723,9010200960
254723,4561158865
254723,4563119320
254723,6467708019
254723,8174863304
254723,2531292064
254723,7063582769
254723,6143441923
254723,2243949848
254723,5905368619
254723,4233201345
254723,5345086104
254723,2771840848
254723,5611901570
254723,4379930844
254723,5441731955
254723,4910346016
254723,7931812295
254723,6997119908
254723,5489725702
254723,5045158889
254723,1627205858
254723,2294333494
254723,1601149909
254723,3485213814
254723,9087962315
254723,1926210880
254723,4831694379
254723,3452463100
295879,5005303368
295879,2703301249
295879,8171504636
295879,7590257550
295879,4343156310
295879,8370037225
295879,8742784519
295879,9010200960
295879,4561158865
295879,4563119320
295879,6467708019
295879,8174863304
295879,7063582769
295879,6143441923
295879,8578867381
295879,2243949848
295879,4364310042
295879,2771840848
295879,5441731955
295879,2282027545
295879,9905031321
295879,3015364118
295879,5708024003
295879,4910346016
295879,7931812295
295879,7412642125
295879,4287733501
295879,5489725702
295879,1601149909
295879,9087962315
295879,2924060235
295879,4831694379
295879,3452463100
246511,5837485578
246511,2703301249
246511,2666063943
246511,6815124120
246511,8171504636
246511,4343156310
246511,8370037225
246511,3647112653
246511,8742784519
246511,9010200960
246511,7477873848
246511,9744550991
246511,4561158865
246511,4563119320
246511,6467708019
246511,8174863304
246511,2531292064
246511,7063582769
246511,2243949848
246511,5905368619
246511,4233201345
246511,4364310042
246511,5345086104
246511,4379930844
246511,5441731955
246511,7931812295
246511,1557356243
246511,5756097784
246511,4936095732
246511,3485213814
246511,2264264305
246511,2179591951
246511,9907629019
246511,8577360028
246511,5613904842
319140,5005303368
319140,2703301249
319140,8171504636
319140,4343156310
319140,8742784519
319140,4561158865
319140,6467708019
319140,5704789830
319140,7063582769
319140,6143441923
319140,2243949848
319140,4364310042
319140,2771840848
319140,3015364118
319140,4910346016
319140,7412642125
319140,4287733501
319140,5489725702
319140,5045158889
319140,1601149909
319140,4229269814
319140,2837441277
319140,3007436298
319140,3452463100
190637,5005303368
190637,8077029767
190637,2703301249
190637,2666063943
190637,8171504636
190637,7590257550
190637,4343156310
190637,8370037225
190637,8742784519
190637,9010200960
190637,4561158865
190637,6467708019
190637,8174863304
190637,7063582769
190637,6143441923
190637,2243949848
190637,5905368619
190637,4233201345
190637,4364310042
190637,5345086104
190637,2771840848
190637,5611901570
190637,5441731955
190637,2282027545
190637,9905031321
190637,3015364118
190637,5708024003
190637,4910346016
190637,7931812295
190637,1211760123
190637,7412642125
190637,7523462082
190637,4287733501
190637,5489725702
190637,1601149909
190637,1127995867
190637,4229269814
190637,7250390615
190637,2837441277
190637,3007436298
190637,5991634662
190637,3452463100
190637,3284177194
254718,5837485578
254718,8077029767
254718,2703301249
254718,2666063943
254718,6815124120
254718,8171504636
254718,4343156310
254718,8370037225
254718,8742784519
254718,9010200960
254718,4561158865
254718,4563119320
254718,6467708019
254718,8174863304
254718,2531292064
254718,7063582769
254718,6143441923
254718,2243949848
254718,5905368619
254718,4233201345
254718,4364310042
254718,5345086104
254718,2771840848
254718,5611901570
254718,4910346016
254718,7931812295
254718,5489725702
254718,5045158889
254718,1627205858
254718,5951795882
254718,9087962315
254718,8340281741
254718,3452463100
591343,5837485578
591343,8077029767
591343,2703301249
591343,2666063943
591343,6815124120
591343,8171504636
591343,4343156310
591343,8370037225
591343,8742784519
591343,9010200960
591343,7477873848
591343,4561158865
591343,4563119320
591343,6467708019
591343,8174863304
591343,2531292064
591343,7063582769
591343,6143441923
591343,2243949848
591343,5905368619
591343,4233201345
591343,5345086104
591343,2771840848
591343,5611901570
591343,4379930844
591343,5441731955
591343,4910346016
591343,7931812295
591343,5489725702
591343,5045158889
591343,1601149909
591343,3485213814
591343,9087962315
591343,4831694379
591343,3452463100
3224257,9577843435
3224257,5837485578
3224257,2703301249
3224257,6815124120
3224257,8171504636
3224257,4343156310
3224257,8370037225
3224257,8742784519
3224257,9010200960
3224257,7477873848
3224257,9744550991
3224257,4561158865
3224257,4563119320
3224257,6467708019
3224257,8174863304
3224257,7063582769
3224257,6143441923
3224257,2243949848
3224257,4233201345
3224257,5345086104
3224257,2771840848
3224257,5611901570
3224257,7931812295
3224257,6997119908
3224257,9087962315
3224257,2621712414
3224257,4364310042
3224257,3312516455
3224257,2551604281
3224257,3452463100
251997,5837485578
251997,8077029767
251997,2703301249
251997,2666063943
251997,6815124120
251997,8171504636
251997,7590257550
251997,4343156310
251997,8370037225
251997,8742784519
251997,9010200960
251997,4561158865
251997,4563119320
251997,6467708019
251997,8174863304
251997,2531292064
251997,7063582769
251997,6143441923
251997,5905368619
251997,4233201345
251997,5345086104
251997,5611901570
251997,4910346016
251997,7931812295
251997,5489725702
251997,1601149909
251997,9087962315
251997,2924060235
251997,1038689046
251997,8340281741
251997,3452463100
251997,7316354162
190624,8077029767
190624,2703301249
190624,6815124120
190624,8171504636
190624,4343156310
190624,8370037225
190624,3647112653
190624,8742784519
190624,9010200960
190624,7477873848
190624,9744550991
190624,4561158865
190624,4563119320
190624,6467708019
190624,8174863304
190624,2531292064
190624,7063582769
190624,6143441923
190624,2243949848
190624,4233201345
190624,4364310042
190624,2771840848
190624,5441731955
190624,2282027545
190624,9905031321
190624,3015364118
190624,4910346016
190624,7931812295
190624,7412642125
190624,4287733501
190624,5489725702
190624,1601149909
190624,1557356243
190624,3485213814
190624,2264264305
190624,2179591951
190624,9907629019
190624,8577360028
190624,5613904842
190165,5005303368
190165,2703301249
190165,2666063943
190165,8171504636
190165,7590257550
190165,4343156310
190165,8370037225
190165,9010200960
190165,4561158865
190165,4563119320
190165,6467708019
190165,8174863304
190165,7063582769
190165,6143441923
190165,2243949848
190165,5905368619
190165,4364310042
190165,2771840848
190165,5441731955
190165,2282027545
190165,9905031321
190165,3015364118
190165,5708024003
190165,4910346016
190165,7931812295
190165,7412642125
190165,4287733501
190165,5489725702
190165,1601149909
190165,4229269814
190165,7250390615
190165,3007436298
190165,3452463100
190165,3284177194
244210,5005303368
244210,2703301249
244210,6815124120
244210,8171504636
244210,4343156310
244210,8370037225
244210,9010200960
244210,4561158865
244210,4563119320
244210,6467708019
244210,8174863304
244210,7063582769
244210,6143441923
244210,2243949848
244210,5905368619
244210,4364310042
244210,2771840848
244210,5441731955
244210,2282027545
244210,9905031321
244210,3015364118
244210,5708024003
244210,4910346016
244210,7931812295
244210,7412642125
244210,4287733501
244210,1601149909
244210,4229269814
244210,2530999856
244210,3007436298
244210,9999278526
244210,3452463100
313695,5837485578
313695,8077029767
313695,2703301249
313695,2666063943
313695,6815124120
313695,8171504636
313695,4343156310
313695,8370037225
313695,8742784519
313695,9010200960
313695,4561158865
313695,4563119320
313695,6467708019
313695,8174863304
313695,2531292064
313695,7063582769
313695,6143441923
313695,2243949848
313695,5905368619
313695,4233201345
313695,5345086104
313695,5611901570
313695,4379930844
313695,5441731955
313695,4910346016
313695,5045158889
313695,2294333494
313695,1601149909
