ID,Names,url,ranking,reviewsAVG,totalReviews,price,tagID
190634,Mercat dels Encants de Barcelona,https://www.tripadvisor.com/Attraction_Review-g187497-d190634-Reviews-Mercat_dels_Encants_de_Barcelona-Barcelona_Catalonia.html,108,4.0,383,Free,1615309929
7914040,Museum of Illusions,https://www.tripadvisor.com/Attraction_Review-g187497-d7914040-Reviews-Museum_of_Illusions-Barcelona_Catalonia.html,150,3.5,406,10.350000381469727,4606248723
6034377,Plaza del Pi,https://www.tripadvisor.com/Attraction_Review-g187497-d6034377-Reviews-Plaza_del_Pi-Barcelona_Catalonia.html,100,4.0,126,Free,7971986544
597513,Major Synagogue,https://www.tripadvisor.com/Attraction_Review-g187497-d597513-Reviews-Major_Synagogue-Barcelona_Catalonia.html,94,4.5,212,12.420000076293945,2393792051
8820217,F1 - Spanish Grand Prix,https://www.tripadvisor.com/Attraction_Review-g187497-d8820217-Reviews-F1_Spanish_Grand_Prix-Barcelona_Catalonia.html,122,4.5,93,Free,4129130192
2328556,Teleferico del Puerto,https://www.tripadvisor.com/Attraction_Review-g187497-d2328556-Reviews-Teleferico_del_Puerto-Barcelona_Catalonia.html,297,3.5,1031,13.979999542236328,4973704206
3410795,Raval,https://www.tripadvisor.com/Attraction_Review-g187497-d3410795-Reviews-Raval-Barcelona_Catalonia.html,193,3.5,271,Free,6169037455
7984164,Estacio de Franca,https://www.tripadvisor.com/Attraction_Review-g187497-d7984164-Reviews-Estacio_de_Franca-Barcelona_Catalonia.html,92,4.0,150,Free,5329338677
10230999,Playa de la Mar Bella,https://www.tripadvisor.com/Attraction_Review-g187497-d10230999-Reviews-Playa_de_la_Mar_Bella-Barcelona_Catalonia.html,151,4.0,83,Free,4978646009
7363048,L'illa Diagonal,https://www.tripadvisor.com/Attraction_Review-g187497-d7363048-Reviews-L_illa_Diagonal-Barcelona_Catalonia.html,101,4.0,343,Free,5398482988
244855,Barcelona Wax Museum,https://www.tripadvisor.com/Attraction_Review-g187497-d244855-Reviews-Barcelona_Wax_Museum-Barcelona_Catalonia.html,792,3.0,579,15.539999961853027,7236299414
240500,Big Fun Museum,https://www.tripadvisor.com/Attraction_Review-g187497-d240500-Reviews-Big_Fun_Museum-Barcelona_Catalonia.html,344,4.0,85,10.350000381469727,2582166540
2223655,Joan Antonio Samaranch Olympic & Sports Museum,https://www.tripadvisor.com/Attraction_Review-g187497-d2223655-Reviews-Joan_Antonio_Samaranch_Olympic_Sports_Museum-Barcelona_Catalonia.html,73,4.0,277,6.510000228881836,3616524091
4123720,Palau Sant Jordi,https://www.tripadvisor.com/Attraction_Review-g187497-d4123720-Reviews-Palau_Sant_Jordi-Barcelona_Catalonia.html,118,4.0,187,Free,9739604428
8865719,Carrer Petritxol,https://www.tripadvisor.com/Attraction_Review-g187497-d8865719-Reviews-Carrer_Petritxol-Barcelona_Catalonia.html,159,4.5,42,Free,9644535078
6214229,Claustro E Iglesia de la Concepcion,https://www.tripadvisor.com/Attraction_Review-g187497-d6214229-Reviews-Claustro_E_Iglesia_de_la_Concepcion-Barcelona_Catalonia.html,120,4.5,71,Free,9423793477
7102217,Poblenou Cemetery,https://www.tripadvisor.com/Attraction_Review-g187497-d7102217-Reviews-Poblenou_Cemetery-Barcelona_Catalonia.html,116,4.5,85,Free,1452651973
2625535,Parc de Cervantes,https://www.tripadvisor.com/Attraction_Review-g187497-d2625535-Reviews-Parc_de_Cervantes-Barcelona_Catalonia.html,148,4.5,70,Free,7455661876
3360600,Gaudi Experience,https://www.tripadvisor.com/Attraction_Review-g187497-d3360600-Reviews-Gaudi_Experience-Barcelona_Catalonia.html,103,4.0,460,9.319999694824219,9098976283
13970378,El Beso De Joan Fontcuberta,https://www.tripadvisor.com/Attraction_Review-g187497-d13970378-Reviews-El_Beso_De_Joan_Fontcuberta-Barcelona_Catalonia.html,230,4.5,22,Free,1102581398
591146,Basilica of Our Lady of Mercy,https://www.tripadvisor.com/Attraction_Review-g187497-d591146-Reviews-Basilica_of_Our_Lady_of_Mercy-Barcelona_Catalonia.html,59,4.5,130,Free,2487297831
4597992,Palau De La Generalitat De Catalunya,https://www.tripadvisor.com/Attraction_Review-g187497-d4597992-Reviews-Palau_De_La_Generalitat_De_Catalunya-Barcelona_Catalonia.html,123,4.0,136,Free,9375372230
7687719,Placa de Sant Jaume,https://www.tripadvisor.com/Attraction_Review-g187497-d7687719-Reviews-Placa_de_Sant_Jaume-Barcelona_Catalonia.html,102,4.0,254,Free,6641915556
1553048,Jardin Botanico de Barcelona,https://www.tripadvisor.com/Attraction_Review-g187497-d1553048-Reviews-Jardin_Botanico_de_Barcelona-Barcelona_Catalonia.html,162,4.0,322,6.210000038146973,2068159225
7981033,Platja de la Nova Icaria,https://www.tripadvisor.com/Attraction_Review-g187497-d7981033-Reviews-Platja_de_la_Nova_Icaria-Barcelona_Catalonia.html,146,4.0,137,Free,6305437065
7148963,Gold Fish Sculpture (Escultura el Peix d'Or),https://www.tripadvisor.com/Attraction_Review-g187497-d7148963-Reviews-Gold_Fish_Sculpture_Escultura_el_Peix_d_Or-Barcelona_Catalonia.html,104,4.0,176,Free,8795795385
4752371,Parc de Collserola,https://www.tripadvisor.com/Attraction_Review-g187497-d4752371-Reviews-Parc_de_Collserola-Barcelona_Catalonia.html,178,4.5,39,Free,3336020845
