locationID;reviewID
8742797;674388377
8742797;633512084
8742797;604353651
8742797;540872895
8742797;448031860
8742797;428636016
8742797;427547414
8742797;414998406
8742797;396360985
8742797;379701448
8742797;379039032
8742797;352086829
8742797;334192733
8742797;330545115
8742797;330197858
8742797;323678566
8742797;320381840
8742797;300347648
8742797;237579515
8742797;236234688
8742797;230402591
8742797;188547887
8742797;187612505
8742797;180782124
8742797;157542499
8742797;126311420
8742797;124348757
1988114;723813020
1988114;712671917
1988114;685103963
1988114;656697344
2623636;748047569
2623636;724156632
2623636;713656551
2623636;706097364
2623636;705103549
2623636;694431396
2623636;662547003
2623636;655517063
2623636;625960450
2623636;625094922
2623636;617893845
2623636;540925493
2623636;538104356
2623636;524612431
2623636;524359619
2623636;524248553
2623636;524184272
2623636;524165212
2623636;508139249
2623636;493674002
2623636;490296126
2623636;489943442
2623636;471030375
2623636;470479029
2623636;469115104
2623636;464960007
2623636;435118162
2623636;395175812
2623636;379534418
2623636;365779204
2623636;357554245
2623636;331943448
2623636;325836403
2623636;321041297
2623636;287804191
2623636;285522632
2623636;255852810
2623636;233922001
2623636;233641934
2623636;206801022
2623636;205567809
6206152;752544814
6206152;732906875
6206152;727052364
6206152;713693840
6206152;702270125
6206152;684448502
6206152;681896351
6206152;675490770
6206152;664466252
6206152;663708177
6206152;653731809
6206152;631315926
6206152;628160765
6206152;624598577
6206152;618503518
6206152;612941854
6206152;591885992
6206152;574619471
6206152;560720579
6206152;556649840
6206152;556564741
6206152;544012266
6206152;541237954
6206152;540194371
6206152;514321001
6206152;510399017
6206152;509088650
6206152;491909333
6206152;485284034
6206152;475638489
6206152;475448959
6206152;473236071
6206152;472673516
6206152;471928238
6206152;465971713
6206152;463476821
6206152;460504195
6206152;437488919
6206152;423927738
6206152;423626530
6206152;417730626
6206152;415791744
6206152;413902590
6206152;409664015
6206152;399440095
6206152;382969389
6206152;373087098
6206152;354289204
6206152;347767036
6206152;343335241
6206152;339967314
6206152;326927615
6206152;322743083
6206152;314437472
6206152;314267916
6206152;306160169
6206152;301833301
6206152;298840829
6206152;297868133
6206152;283068102
6206152;279659145
6206152;278412120
6206152;273446920
6206152;263553523
6206152;261339256
6206152;256501514
6206152;254654064
6206152;252055388
6206152;241848319
6206152;230678561
244211;751564615
244211;750294608
244211;749235521
244211;746989376
244211;746278547
244211;745278286
244211;744854283
244211;740421918
244211;738520003
244211;738056555
244211;736304216
244211;734171160
244211;733128588
244211;731977397
244211;731359789
244211;728667327
244211;724524615
244211;723341199
244211;721564374
244211;717885658
244211;716218720
244211;715411989
244211;714265470
244211;713043842
244211;710870336
244211;710671020
244211;710566433
244211;706385432
244211;705722833
244211;703248190
244211;703224520
244211;702085233
244211;700862432
244211;697576115
244211;694883537
244211;694770271
244211;691884242
244211;691826428
244211;691481238
244211;688296927
244211;688031932
244211;683402856
244211;682977350
244211;680082662
244211;679804707
244211;679099132
244211;675421572
244211;669817716
244211;668985535
244211;668887939
244211;668312845
244211;667857046
244211;663507234
244211;661511476
244211;658721769
244211;656629184
244211;656491852
244211;655432333
244211;654144374
244211;652741640
244211;651280831
244211;650407317
244211;649967694
244211;649730010
244211;646288117
244211;646157398
244211;646127548
244211;646098971
244211;646084149
244211;644465805
244211;643817996
244211;640059196
244211;637509111
244211;635717267
244211;632797100
244211;631543533
244211;631235211
244211;630733127
244211;629803628
244211;629539489
244211;629298784
244211;627797771
244211;626611037
244211;624420461
244211;622464117
244211;622097654
244211;621703345
244211;621491192
244211;619081572
244211;618395041
244211;616919878
244211;616388840
244211;612874188
244211;612712898
244211;611919589
244211;611646936
244211;610197728
244211;608721106
244211;607753702
244211;607170104
244211;604353306
244211;603797747
244211;603778802
244211;603004025
244211;602839026
244211;602750840
244211;600038327
244211;598406277
244211;597949829
244211;597672856
244211;596680360
244211;594206327
244211;594028125
244211;582997987
244211;580773636
244211;579337725
244211;578955825
244211;578594568
244211;577702759
244211;577559777
244211;576533795
244211;576288524
244211;574557109
244211;573969019
244211;573806060
244211;573653915
244211;573523470
244211;573250631
244211;572726132
244211;571964110
244211;571907959
244211;571828965
244211;568510619
244211;568407814
244211;568149494
244211;566126898
244211;565238016
244211;564672091
244211;561853369
244211;561530271
244211;561309716
244211;560404502
244211;559848090
244211;558885726
244211;558531637
244211;557987501
244211;556148233
244211;554559922
244211;554067346
244211;553403727
244211;552877769
244211;550950965
244211;550703885
244211;550041885
244211;550017406
244211;548127346
244211;545208394
244211;542835712
244211;542368201
244211;542060798
244211;540922348
244211;540509381
244211;540214371
244211;539538247
244211;538707494
244211;537405557
244211;536643325
244211;536441317
244211;535184375
244211;533563535
244211;532909128
244211;532870548
244211;531800482
244211;530192173
244211;527279668
244211;527076789
244211;524974201
244211;524817868
244211;523807638
244211;523495099
244211;521848036
244211;520787576
244211;519847478
244211;517462577
244211;516981150
244211;516730907
244211;514975360
244211;513370094
244211;513251857
244211;512209904
244211;511651610
244211;511342230
244211;511217926
244211;510739540
244211;510667396
244211;509628726
244211;507897544
244211;507680368
244211;504764599
244211;504324967
15056638;746320772
15056638;737630840
15056638;730962759
15056638;728343786
15056638;727523738
15056638;716624453
15056638;715998735
15056638;714412810
15056638;711417957
15056638;710878837
15056638;707121853
15056638;705941551
15056638;705726254
15056638;698738948
15056638;698187886
15056638;686529555
15056638;684738688
15056638;684677437
15056638;683769345
15056638;644322279
7735950;701699531
7735950;541057115
7735950;459887792
7735950;356260260
7735950;341145806
7735950;299089895
7735950;256347030
10214244;457168261
10214244;368253752
10214244;368027492
7052313;756815294
7052313;739532045
7052313;716233315
7052313;715530028
7052313;710865017
7052313;710202817
7052313;706095381
7052313;700348321
7052313;697736048
7052313;696165704
7052313;694838775
7052313;694228257
7052313;693985195
7052313;691203981
7052313;690177725
7052313;689764140
7052313;689487500
7052313;687720932
7052313;685509265
7052313;677270296
7052313;671522135
7052313;658400757
7052313;637392181
7052313;626868938
7052313;622577128
7052313;621436479
7052313;619082515
7052313;616470400
7052313;612375681
7052313;610819208
7052313;610648716
7052313;609033208
7052313;607633470
7052313;606911418
7052313;605367080
7052313;604215599
7052313;604081130
7052313;600553070
7052313;599224266
7052313;593546510
7052313;593449354
7052313;588111397
7052313;585406348
7052313;582788795
7052313;580356844
7052313;572586382
7052313;563373873
7052313;559620776
7052313;555510185
7052313;555322965
7052313;550714224
7052313;538319022
7052313;537662669
7052313;536592703
7052313;534026218
7052313;533253738
7052313;530191448
7052313;525255313
7052313;524611021
7052313;521944300
7052313;515924371
7052313;514980067
7052313;513125079
7052313;512104740
7052313;511982155
7052313;509653749
7052313;506103029
7052313;506102768
7052313;503989968
7052313;503396469
7052313;502628032
7052313;495886536
7052313;494194959
7052313;492123491
7052313;489191244
7052313;488150736
7052313;476704610
7052313;475378417
7052313;472209860
7052313;470944816
7052313;468380695
7052313;460085543
7052313;455900722
7052313;448344986
7052313;447681136
7052313;445691417
7052313;436445369
7052313;432233136
7052313;431499031
7052313;429675637
7052313;427504091
7052313;424476599
7052313;424225541
7052313;423745730
7052313;423489543
7052313;421738844
7052313;420876596
7052313;420614305
7052313;419119782
7052313;418547825
3518832;662132014
3518832;655826905
3518832;546681694
3518832;545620280
3518832;389141301
3518832;377041535
3518832;286506961
3518832;269084716
3518832;233783369
3518832;212572565
3518832;188866885
8820156;439448817
10231433;689034239
10231433;668683378
10231433;561141398
10231433;492986878
10231433;475373561
10231433;460864104
7390331;689037218
7390331;583849337
7390331;555532161
7390331;550367285
7390331;389869698
7390331;340649991
7390331;340475460
7390331;214972879
244913;541057973
8857417;676071662
8857417;638779362
8857417;623666790
8857417;460062372
8857417;444233872
8857417;329724617
246168;751416487
246168;751292147
246168;751236571
246168;744452179
246168;744141035
246168;739262944
246168;738971120
246168;738686342
246168;737535694
246168;735337244
246168;735335556
246168;734422601
246168;733133749
246168;732821537
246168;729987681
246168;728888127
246168;727404006
246168;727361649
246168;724577114
246168;723579335
246168;723062325
246168;722616028
246168;722613681
246168;721819489
246168;721265777
246168;720222778
246168;717295863
